更新时间,#genre#
20250109-20-34-19,url


RespoTime,whitelist,#genre#
524.48ms,CCTV1,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8?key=txiptv
524.49ms,红油烧兔,https://vd3.bdstatic.com/mda-mif1ufq0yid8d08t/hd/cae_h264_nowatermark/1631771666930725095/mda-mif1ufq0yid8d08t.mp4?
524.50ms,央广购物广西,http://171.107.73.129:4000/udp/239.81.0.131:4056
524.52ms,内蒙古卫视,https://epg.pw/stream/4771a189ad19420bb986b757be6eebee1b68d9f586e1580a742e4a63d015a966.m3u8
524.54ms,CCTV17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8
524.54ms,云南卫视,http://121.19.134.222:808/tsfile/live/0119_1.m3u8
524.54ms,爱青春频四川,http://171.213.140.54:8123/udp/239.93.42.16:5140
524.55ms,CCTV1,http://113.25.252.226:9901/tsfile/live/0001_1.m3u8
524.55ms,宁夏卫视,http://171.14.89.69:9901/tsfile/live/0112_1.m3u8
524.55ms,重庆卫视,http://123.7.110.43:9901/tsfile/live/0116_1.m3u8
524.56ms,求索频道广西,http://171.107.73.129:4000/udp/239.81.0.202:4056
524.57ms,湖南卫视,http://bf11e1.tv.netsite.cc/proxy/480409838/480409838.m3u8
524.58ms,CCTV5,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8
524.58ms,CCTV9,http://61.150.67.62:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
524.58ms,东南卫视,http://111.196.129.152:20000/rtp/239.3.1.156:8148
524.59ms,游戏风云四川,http://171.213.140.54:8123/udp/239.93.0.136:5140
524.59ms,30A Sidewalks (720p),https://30a-tv.com/sidewalks.m3u8
524.59ms,[SD]ca treehouse,https://stream1.freetv.fun/ca-treehouse-1.ctv
524.60ms,综艺频道广西,http://171.107.73.129:4000/udp/239.81.0.214:4056
524.61ms,安徽卫视,http://221.219.79.161:4000/udp/239.3.1.211:8064
524.61ms,广西卫视,http://61.138.128.226:19901/tsfile/live/0113_1.m3u8
524.62ms,深圳卫视,http://222.209.122.21:4443/udp/239.93.0.182:5140
524.62ms,吉林卫视,http://123.117.237.15:8680/udp/239.3.1.240:8172
524.64ms,CCTV14,http://222.209.122.21:4443/udp/239.93.1.29:6000
524.65ms,广东卫视,http://59.173.243.210:9901/tsfile/live/1017_1.m3u8
524.65ms,金鹰卡通,http://61.138.128.226:19901/tsfile/live/1018_1.m3u8
524.67ms,魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-3.m3u8
524.67ms,引梦的蛋芋头,https://www.goodiptv.club/bilibili/179304
524.71ms,安徽-宿州文艺广播,http://live.ahsz.tv/audio/s10001-wygb/index.m3u8
524.72ms,CCTV9,http://121.19.134.222:808/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
524.72ms,陕西卫视,http://223.241.247.214:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
524.73ms,CCTV6,http://222.134.245.16:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
524.74ms,CCTV9,https://stream1.freetv.fun/468810bb8a5aea0738c0e707e4b0ed227aeb431a11a977aa1a43fd542997f525.m3u8
524.76ms,湖南卫视,http://61.150.67.62:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
524.77ms,[BD]tele elx,https://stream1.freetv.fun/tele-elx-1.m3u8
524.78ms,聚鲨环球广西,http://171.107.73.129:4000/udp/239.81.0.98:4056
524.80ms,宁夏卫视,http://123.117.174.237:30000/rtp/239.3.1.46:8124
524.81ms,CCTV6,http://123.138.22.30:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
524.81ms,刘泽真,https://www.goodiptv.club/bilibili/1815456173
524.82ms,云南卫视,http://124.128.73.58:9901/tsfile/live/0119_1.m3u8?key=txiptv
524.83ms,欢笑剧场4K,http://60.2.190.206:4000/rtp/239.253.93.223:6401
524.85ms,CCTV2,http://61.150.67.62:9901/tsfile/live/0002_1.m3u8
524.85ms,他他笨蛋,http://www.goodiptv.club/bilibili/2879571
524.85ms,IPTV法治广西,http://171.107.73.129:4000/udp/239.81.0.20:4056
524.86ms,CHC家庭影院,http://123.113.187.204:8000/udp/239.3.1.93:4120
524.88ms,[SD]MTV ROCKS,https://stream1.freetv.fun/mtv-rocks-9.ctv
524.89ms,CCTV13,http://221.233.192.152:1111/tsfile/live/0013_1.m3u8
524.90ms,CCTV1,http://60.2.190.206:4000/rtp/239.253.92.83:8012
524.90ms,天津卫视,http://124.128.73.58:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
524.91ms,CCTV2,http://61.173.144.157:9901/tsfile/live/0002_1.m3u8
524.91ms,CCTV10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8
524.92ms,CCTV12,http://171.107.73.129:4000/udp/239.81.0.119:4056
524.92ms,云南卫视,http://117.27.190.42:9998/tsfile/live/23251_1.m3u8?key=txiptv
524.92ms,我的老婆是特工,https://vd3.bdstatic.com/mda-pi8hginfpu0srhru/720p/h264/1694269051746088241/mda-pi8hginfpu0srhru.mp4
524.94ms,北京卫视,https://stream1.freetv.fun/bfd48a0fc057ee1c7fc8b6cac592b9f9ca1cfd00b2ef04c0c68f6fea69970b27.m3u8
524.94ms,重庆卫视,http://222.209.122.21:4443/udp/239.93.1.107:5140
524.95ms,河南卫视,http://61.150.67.62:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
524.95ms,天津卫视,http://111.196.135.75:8686/udp/239.3.1.141:1234
524.96ms,山西卫视,http://123.7.110.43:9901/tsfile/live/0120_1.m3u8
524.98ms,卡酷少儿,http://123.7.110.43:9901/tsfile/live/1000_1.m3u8
525.01ms,CCTV14,http://124.128.73.58:9901/tsfile/live/0014_1.m3u8?key=txiptv
525.01ms,CCTV风云剧场,http://dassby.qqff.top:99/live/风云剧场/index.m3u8
525.02ms,Dirty Wives Club,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12122/index.m3u8
525.03ms,CCTV10,http://220.164.192.48:50085/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
525.07ms,DJ音乐12,https://vd4.bdstatic.com/mda-nda2b774z37ig4yh/480p/h264_delogo/1649641534392565187/mda-nda2b774z37ig4yh.mp4
525.09ms,安徽卫视,http://123.113.187.204:8000/udp/239.3.1.211:8064
525.10ms,浙江卫视,http://61.150.67.62:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
525.10ms,北京卫视,http://60.2.190.206:4000/udp/239.253.92.87:8014
525.10ms,山东少儿,http://144.52.160.109:9901/tsfile/live/1022_1.m3u8
525.10ms,[HD]amx noticias ᴴᴰ,https://stream1.freetv.fun/amx-noticias-hd-1.m3u8
525.11ms,CCTV5+,http://111.196.129.152:20000/rtp/239.3.1.130:8004
525.12ms,重庆卫视,http://1.199.235.116:9901/tsfile/live/0142_1.m3u8
525.12ms,相亲2,https://vd3.bdstatic.com/mda-kipkytij74rnn9k3/hd/mda-kipkytij74rnn9k3.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
525.14ms,乐至电视台,http://175.155.106.72:89/live1/live1.m3u8?zsicd#http://175.155.106.72:89/live1/live1.m3u8
525.16ms,CCTV5+,http://171.107.73.129:4000/udp/239.81.0.101:4056
525.16ms,新疆卫视,http://61.150.67.62:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
525.17ms,漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8
525.17ms,陕西卫视广西,http://171.107.73.129:4000/udp/239.81.0.89:4056
525.18ms,一罐冰镇脑电波,https://www.goodiptv.club/bilibili/3219764
525.18ms,南宁影视广西,http://171.107.73.129:4000/udp/239.81.0.128:4056
525.19ms,江苏卫视,http://221.219.79.161:4000/rtp/239.3.1.135:8028
525.19ms,新疆卫视,http://144.52.160.109:9901/tsfile/live/1050_1.m3u8
525.20ms,CCTV5,http://59.173.243.210:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
525.20ms,峨山电视,http://live.ynurl.com/video/s10034-ESTV/index.m3u8
525.21ms,CCTV9,http://223.145.224.216:8000/udp/239.76.246.159:1234
525.21ms,河北卫视,http://115.60.241.249:2000/rtp/225.1.4.123:1304
525.23ms,天津卫视四川,http://171.213.140.54:8123/udp/239.93.0.167:5140
525.23ms,[HD]NTV7,https://stream1.freetv.fun/ntv7-4.ctv
525.24ms,CCTV6,http://220.164.192.48:50085/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
525.26ms,湖南卫视,http://111.14.181.15:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
525.27ms,天津卫视,http://61.156.228.12:8154/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
525.27ms,青海卫视,http://202.100.46.58:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
525.27ms,PASSIE TV,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12136/index.m3u8
525.28ms,北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8
525.29ms,安徽卫视,http://222.209.122.21:4443/udp/239.93.1.106:5140
525.29ms,宁夏卫视,https://stream1.freetv.fun/9dfcd15da42ab880c3f6eb7bcc68ba6e7b9b8ee5978f0549d2dfd881658ee498.m3u8
525.29ms,GMIXIX,http://www.goodiptv.club/bilibili/27472502
525.30ms,CCTV14,http://171.107.73.129:4000/udp/239.81.0.25:4056
525.31ms,CCTV10,http://nas.hssvm.com:8888/udp/225.1.1.140:5002
525.32ms,[HD]rede vida,https://stream1.freetv.fun/rede-vida-4.m3u8
525.33ms,黑龙江卫视,http://219.145.93.74:9999/tsfile/live/1009_1.m3u8
525.34ms,淘娱乐,http://221.219.79.161:4000/udp/239.3.1.100:8001
525.36ms,CCTV17,http://123.7.110.43:9901/tsfile/live/1004_1.m3u8
525.36ms,浙江卫视,http://101.66.199.139:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
525.37ms,经典电影,http://221.219.79.161:4000/rtp/239.3.1.195:9024
525.37ms,武汉教育,http://59.173.243.210:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
525.37ms,VERAPORN GROUP SEX 2,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12142/index.m3u8
525.37ms,[BD]cctv9,https://stream1.freetv.fun/ipv6-cctv9-74.m3u8
525.39ms,CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8
525.39ms,黑龙江卫视,http://123.101.98.163:2000/rtp/239.16.10.105:2000
525.40ms,CCTV13,http://61.156.228.12:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
525.40ms,江苏卫视,http://223.241.247.214:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
525.46ms,江西卫视,http://59.173.243.210:9901/tsfile/live/0138_1.m3u8
525.48ms,黑龙江卫视,http://221.219.79.161:4000/udp/239.3.1.133:8016
525.50ms,贵州卫视,http://101.66.198.49:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
525.53ms,[HD]SKY NEWS,https://stream1.freetv.fun/sky-news-7.ctv
525.53ms,东南卫视,http://60.12.183.46:9901/tsfile/live/0131_1.m3u8
525.54ms,黑龙江卫视,http://111.196.135.75:8686/udp/239.3.1.133:8016
525.55ms,广东卫视,http://101.66.198.117:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
525.55ms,三沙卫视,http://222.209.122.21:4443/udp/239.93.42.58:5140
525.55ms,DJ音乐19,https://vd2.bdstatic.com/mda-ndh1zq5t0ch5v0ai/480p/h264_delogo/1650245390711418844/mda-ndh1zq5t0ch5v0ai.mp4
525.58ms,DJ音乐14,https://vd2.bdstatic.com/mda-nde83jtsrx9345ai/480p/h264_delogo/1650001792789333244/mda-nde83jtsrx9345ai.mp4
525.59ms,贵州卫视,http://110.80.17.38:9901/tsfile/live/0120_1.m3u8
525.60ms,山东体育,http://144.52.160.109:9901/tsfile/live/1024_1.m3u8
525.61ms,山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-7.m3u8
525.62ms,IPTV—07广西,http://171.107.73.129:4000/udp/239.81.0.253:4056
525.62ms,福建乡村,http://110.80.17.38:9901/tsfile/live/0130_1.m3u8
525.64ms,江西卫视,http://218.89.240.144:59901/tsfile/live/0138_1.m3u8
525.65ms,CCTV3,http://111.196.135.75:8686/udp/239.3.1.172:8001
525.67ms,安徽卫视,http://171.14.89.182:9901/tsfile/live/0130_1.m3u8
525.68ms,浙江卫视,http://www.erbao1981.top:8188/udp/239.76.253.182:9000
525.68ms,bili_48417749836,http://www.goodiptv.club/bilibili/1842354028
525.70ms,CCTV7,http://222.134.245.16:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
525.70ms,湖南卫视,http://123.138.22.30:9901/tsfile/live/0128_1.m3u8
525.71ms,吉林卫视,http://61.156.228.12:8154/tsfile/live/0116_1.m3u8
525.72ms,CCTV15,http://124.226.58.42:8888/udp/239.81.0.27:4056
525.73ms,CCTV11,http://nas.hssvm.com:8888/udp/225.1.1.22:5002
525.74ms,精彩推荐四川,http://171.213.140.54:8123/udp/239.93.1.5:5140
525.75ms,CCTV4,http://219.145.93.74:9999/tsfile/live/0004_1.m3u8
525.76ms,CCTV1,http://123.101.98.163:2000/rtp/239.16.20.1:10010
525.76ms,陕西8套,http://123.138.22.30:9901/tsfile/live/1007_1.m3u8
525.76ms,编辑部的故事，欢乐喜剧~,http://182.40.120.183/test-txdwk.flv.huya.com/src/1099531752782-1099531752782-86436242601803776-2199063629020-10057-A-0-1.m3u8
525.77ms,CCTV5+,http://beijing_unicom_udpxy_114_254_2222_1.isus.cc:2222/rtp/239.3.1.130:8004
525.78ms,CCTV10,http://111.196.135.75:8686/rtp/239.3.1.63:8116
525.79ms,CCTV5+,http://120.234.5.29:6000/udp/239.20.0.203:2204
525.79ms,[BD]az star,https://stream1.freetv.fun/az-star-2.m3u8
525.80ms,东南卫视四川,http://171.213.140.54:8123/udp/239.93.0.42:5140
525.81ms,CCTV2,http://144.52.160.109:9901/tsfile/live/1001_1.m3u8
525.81ms,CHC-家庭影院,http://20191221.xyz:18887/udp/239.69.1.243:11100
525.82ms,北京卫视,https://epg.pw/stream/ed16a4cd210c9f9d6204ddc6fb5def63a1c54b60114fb61679e61363edea068b.m3u8
525.82ms,广东卫视,http://219.145.93.74:9999/tsfile/live/1006_1.m3u8
525.84ms,安徽卫视,http://123.7.110.43:9901/tsfile/live/0121_1.m3u8
525.85ms,Dark X,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12140/index.m3u8
525.86ms,西安2套,http://61.150.67.62:9901/tsfile/live/1015_1.m3u8
525.87ms,陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
525.89ms,宁夏卫视,http://58.57.40.22:9901/tsfile/live/1054_1.m3u8
525.89ms,[BD]rtb sukmaindera fhd,https://stream1.freetv.fun/rtb-sukmaindera-1.m3u8
525.90ms,CCTV14,http://221.222.162.206:8888/udp/239.3.1.65:8132
525.92ms,新疆卫视,http://123.101.98.163:2000/rtp/239.16.10.27:2000
525.93ms,CCTV15,http://61.156.228.12:8154/tsfile/live/0015_1.m3u8
525.95ms,SCTV-05四川,http://171.213.140.54:8123/udp/239.93.0.166:5140
525.96ms,西安教育,http://61.150.67.62:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
525.97ms,农林卫视,http://61.150.67.62:9901/tsfile/live/1011_1.m3u8
525.98ms,CCTV高尔夫网球,http://20191221.xyz:18887/udp/239.69.1.83:10138
525.98ms,东方卫视,http://221.219.79.161:4000/udp/239.3.1.136:8032
525.98ms,兵团卫视,http://218.89.240.144:59901/tsfile/live/0115_1.m3u8
526.00ms,山东综艺,http://58.57.40.22:9901/tsfile/live/1021_1.m3u8
526.01ms,邢台综合,https://stream1.freetv.fun/xing-tai-zong-he-6.m3u8
526.02ms,[BD]广西都市,https://stream1.freetv.fun/yan-xi-du-shi-9.m3u8
526.04ms,吉林卫视,http://144.52.160.109:9901/tsfile/live/1040_1.m3u8
526.05ms,东南卫视,http://221.233.192.152:1111/tsfile/live/0137_1.m3u8
526.07ms,福建新闻,http://117.27.190.42:9998/tsfile/live/23286_1.m3u8?key=txiptv&playlive=1&authid=0
526.08ms,CCTV1,http://221.219.79.161:4000/rtp/239.3.1.129:8008
526.09ms,湖北公共,http://59.173.243.210:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
526.11ms,贵州卫视,http://111.196.135.75:8686/udp/239.3.1.149:8076
526.12ms,广西卫视,http://www.erbao1981.top:8188/udp/239.76.254.54:9000
526.13ms,CCTV5,http://111.196.135.75:8686/rtp/239.3.1.173:8001
526.17ms,甘肃卫视,http://59.48.75.130:3052/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
526.19ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-469.m3u8
526.20ms,CCTV9,http://221.219.79.161:4000/udp/239.3.1.62:8112
526.20ms,PINK EROTICA 4,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12149/index.m3u8
526.22ms,CCTV5+,http://144.52.160.109:9901/tsfile/live/1005_1.m3u8
526.22ms,CCTV6,http://125.82.168.238:8888/rtp/235.254.198.55:1496
526.22ms,Dirty Masseur,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12128/index.m3u8
526.23ms,CCTV7,http://61.150.67.62:9901/tsfile/live/0007_1.m3u8
526.23ms,Dancing Bear,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12144/index.m3u8
526.25ms,CCTV5+,http://218.89.240.144:59901/tsfile/live/0016_1.m3u8
526.25ms,CCTV16,http://222.209.122.21:4443/udp/239.93.42.53:5140
526.25ms,Fox 25 Boston (WFXT-TV) [Geo-blocked],https://pubads.g.doubleclick.net/ssai/event/1kItNgwtQUe54NjjBiiTGg/master.m3u8
526.26ms,星影,http://111.196.135.75:8686/udp/239.3.1.94:4120
526.27ms,云南卫视,http://1.197.249.246:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
526.27ms,厚涂教程,http://www.goodiptv.club/bilibili/21374147
526.28ms,安徽卫视,http://221.233.192.152:1111/tsfile/live/0130_1.m3u8
526.28ms,神仙鱼,https://vd2.bdstatic.com/mda-ncdake1irkteqcts/hd/cae_h264_delogo/1647328530650446610/mda-ncdake1irkteqcts.mp4?v_from_s=hkapp-haokan-hbe&auth_key=1655036727-0-0-943957648229a52d6cd45f70f37bf7c1&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=3327891567&vid=9846910266670772519&abtest=all
526.29ms,熊猫影院四川,http://171.213.140.54:8123/udp/239.93.0.214:5140
526.31ms,[BD]亚洲卫视,https://stream1.freetv.fun/ya-zhou-wei-shi-2.m3u8
526.33ms,Dirty Flix,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12130/index.m3u8
526.34ms,江西卫视,http://58.57.40.22:9901/tsfile/live/1043_1.m3u8
526.34ms,河南卫视,http://221.219.79.161:4000/rtp/239.3.1.27:8128
526.35ms,CCTV14,http://61.150.67.62:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
526.35ms,东方卫视,http://221.233.192.152:1111/tsfile/live/0107_1.m3u8
526.35ms,新疆卫视,http://171.14.89.182:9901/tsfile/live/0110_1.m3u8
526.35ms,福建少儿,https://stream1.freetv.fun/fu-jian-shao-er-3.m3u8
526.35ms,小泉奶茶,http://www.goodiptv.club/bilibili/1135029
526.35ms,CCTV7,http://171.14.89.182:9901/tsfile/live/0007_1.m3u8
526.37ms,四川卫视,http://59.173.243.210:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
526.38ms,CCTV7,http://221.233.192.152:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
526.45ms,西游朽_,http://www.goodiptv.club/bilibili/274834
526.45ms,广东卫视广西,http://171.107.73.129:4000/udp/239.81.0.36:4056
526.47ms,魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-4.m3u8
526.47ms,优漫卡通,http://123.7.110.43:9901/tsfile/live/1002_1.m3u8
526.47ms,Access Sacramento Channel 17,https://reflect-access-sacramento.cablecast.tv/live-7/live/live.m3u8
526.49ms,CCTV4,http://222.134.245.16:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
526.49ms,天津卫视,http://www.erbao1981.top:8188/udp/239.76.253.185:9000
526.49ms,重庆卫视,http://61.136.67.238:50085/tsfile/live/0142_1.m3u8
526.50ms,湖北卫视,http://221.219.79.161:4000/udp/239.3.1.138:8044
526.51ms,[SD]武汉经济,https://stream1.freetv.fun/wu-yi-jing-ji-2.m3u8
526.52ms,江西卫视,http://58.17.116.69:9903/tsfile/live/0138_1.m3u8
526.53ms,山东卫视,http://bf11e1.tv.netsite.cc/proxy/95712545/95712545.m3u8
526.54ms,CCTV13,http://171.14.89.69:9901/tsfile/live/0013_1.m3u8
526.54ms,四川卫视,http://117.27.190.42:9998/tsfile/live/23260_1.m3u8?key=txiptv
526.54ms,[BD]trt spor,https://stream1.freetv.fun/trt-spor-4.m3u8
526.55ms,东方卫视,https://stream1.freetv.fun/e3d4f185eb27d026fd51e6f45e4151ef3a2b76e097db4754a485865d9467aebc.m3u8
526.55ms,劲爆体育,http://119.32.12.32:2901/udp/224.1.100.129:11111
526.56ms,CCTV2,http://111.196.135.75:8686/rtp/239.3.1.60:8084
526.56ms,CCTV3,http://171.107.73.129:4000/udp/239.81.0.231:4056
526.57ms,海南卫视,http://123.138.22.30:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
526.58ms,CCTV14,http://58.17.48.228:808/hls/14/index.m3u8
526.59ms,深圳卫视,http://123.7.110.43:9901/tsfile/live/0123_1.m3u8
526.61ms,西藏卫视,http://124.128.73.58:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
526.63ms,先锋乒羽四川,http://171.213.140.54:8123/udp/239.93.42.56:5140
526.64ms,河南卫视,http://219.145.93.74:9999/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
526.65ms,[VGA]dubai racing 3,https://stream1.freetv.fun/dubai-racing-3-4.m3u8
526.66ms,CCTV11,http://115.60.241.249:2000/rtp/225.1.4.215:1268
526.69ms,云南卫视,http://8.138.7.223/tv/ynws.m3u8
526.69ms,江西卫视广西,http://171.107.73.129:4000/udp/239.81.0.38:4056
526.70ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-17.ctv
526.71ms,深圳卫视,http://123.129.70.178:9901/tsfile/live/0126_1.m3u8
526.71ms,电竞游_2广西,http://171.107.73.129:4000/udp/239.81.0.201:4056
526.72ms,河南卫视,http://61.150.67.62:9901/tsfile/live/0139_1.m3u8
526.73ms,CCTV4,http://58.17.116.69:9903/tsfile/live/0004_1.m3u8
526.73ms,CCTV7,http://221.219.79.161:4000/rtp/239.3.1.61:8104
526.74ms,东方卫视,http://220.249.114.102:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
526.76ms,北京卫视,https://epg.pw/stream/980982be3e065112b06535546c9fc50b0202b5244ba24d3c9dae2c8013b33fc3.m3u8
526.76ms,生活时尚广西,http://171.107.73.129:4000/udp/239.81.0.75:4056
526.77ms,肥肠鸵鸟,https://vd4.bdstatic.com/mda-mj3aznj03miqb90i/hd/cae_h264_delogo/1643395222269072007/mda-mj3aznj03miqb90i.mp4?
526.78ms,辽宁卫视,http://20191221.xyz:18887/udp/239.69.1.71:10066
526.79ms,[BD]山东农科,https://stream1.freetv.fun/ipv6-shan-dong-nong-ke-3.m3u8
526.80ms,广西卫视,http://124.128.73.58:9901/tsfile/live/0113_1.m3u8?key=txiptv
526.81ms,辽宁卫视,http://111.196.135.75:8686/udp/239.3.1.210:8056
526.81ms,DORCEL XXX TV,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12132/index.m3u8
526.82ms,CCTV2,http://219.145.93.74:9999/tsfile/live/0002_1.m3u8
526.83ms,CCTV15,http://175.10.230.91:8081/tsfile/live/0015_1.m3u8
526.84ms,CCTV3,http://220.164.192.48:50085/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
526.84ms,CCTV11,http://61.150.67.62:9901/tsfile/live/0011_1.m3u8
526.84ms,辽宁卫视,http://119.32.12.32:2901/udp/224.1.100.92:11111
526.85ms,CCTV10,http://223.145.224.216:8000/udp/239.76.246.160:1234
526.85ms,CCTV17,http://123.101.98.163:2000/rtp/239.16.20.7:10070
526.85ms,天津卫视,http://60.12.183.46:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
526.86ms,CCTV7,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
526.87ms,厦门卫视,http://beijing_unicom_udpxy_114_254_2222_1.isus.cc:2222/rtp/239.3.1.143:4120
526.90ms,CCTV4,http://171.14.89.179:9901/tsfile/live/0004_1.m3u8
526.90ms,东方财经四川,http://171.213.140.54:8123/udp/239.93.1.165:5140
526.91ms,CCTV5,http://171.14.89.179:9901/tsfile/live/1028_1.m3u8
526.93ms,牛架子,https://vd2.bdstatic.com/mda-nd18ibhe9e17sxv0/480p/h264_delogo/1648880628803892130/mda-nd18ibhe9e17sxv0.mp4?
526.94ms,武术,http://111.196.135.75:8686/udp/239.3.1.87:4120
526.95ms,CCTV2,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
526.95ms,北京卫视,http://117.27.190.42:9998/tsfile/live/23257_1.m3u8?key=txiptv&playlive=1&authid=0
526.95ms,系猪辣,http://www.goodiptv.club/bilibili/22696079
526.98ms,甘肃卫视,http://222.134.245.16:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
526.99ms,广东卫视,http://60.223.224.176:8888/newlive/live/hls/20/live.m3u8
526.99ms,海南卫视,http://61.150.67.62:9901/tsfile/live/1022_1.m3u8
527.00ms,PINK EROTICA 5,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12150/index.m3u8
527.01ms,CCTV15,http://20191221.xyz:18887/udp/239.69.1.155:10566
527.01ms,[HD]best films hd,https://stream1.freetv.fun/best-films-1.m3u8
527.03ms,CCTV14,http://1.197.249.246:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
527.03ms,Deep Lush,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/12139/index.m3u8
527.07ms,CCTV2,http://60.2.190.206:4000/udp/239.253.92.190:6065
527.07ms,江苏卫视,http://202.100.46.58:9901/tsfile/live/1020_1.m3u8
527.09ms,CCTV9,http://124.226.58.42:8888/udp/239.81.0.21:4056
527.10ms,浙江卫视,http://123.7.110.43:9901/tsfile/live/0107_1.m3u8
527.12ms,山东卫视,http://123.7.110.43:9901/tsfile/live/0130_1.m3u8
527.14ms,CCTV16,http://111.196.135.75:8686/udp/239.3.1.183:8001
527.15ms,内蒙古卫视,http://111.196.129.152:20000/udp/239.3.1.43:8176
527.18ms,重庆卫视,http://219.145.93.74:9999/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
527.21ms,CCTV17,http://223.166.234.9:7777/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
527.22ms,贵州卫视,http://221.233.192.152:1111/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
